Month,NEIGHBORHOOD,Total,Homicide,Rape,Robbery,AggAssault,Burglary,Larceny,AutoTheft,Arson
june,HARRISON,11,0,1,1,0,4,4,1,0
june,HAWTHORNE,53,0,2,3,8,8,25,6,1
june,HIAWATHA,25,0,0,0,0,8,16,0,1
june,HOLLAND,21,0,0,4,0,6,6,5,0
june,HOWE,22,0,0,2,1,7,12,0,0
june,JORDAN,65,1,0,8,7,16,27,4,2
june,KEEWAYDIN,14,0,0,0,0,8,6,0,0
june,KENNY,2,0,0,0,0,1,1,0,0
june,KENWOOD,21,0,0,1,0,7,13,0,0
june,"KING FIELD",27,0,0,0,1,8,15,3,0
june,"LIND - BOHANON",30,1,0,2,7,5,13,2,0
june,"LINDEN HILLS",12,0,0,0,0,4,8,0,0
june,"LOGAN PARK",8,0,0,0,0,4,4,0,0
june,LONGFELLOW,50,0,1,3,2,6,36,2,0
june,"LORING PARK",57,0,1,3,5,7,41,0,0
june,"LOWRY HILL",12,0,0,0,2,4,4,2,0
june,"LOWRY HILL EAST",62,0,0,3,1,6,51,1,0
june,LYNDALE,50,0,0,5,6,3,34,1,1
june,LYNNHURST,19,0,0,0,0,10,8,1,0
june,"MARCY HOLMES",33,0,0,0,1,10,21,1,0
june,"MARSHALL TERRACE",1,0,0,0,0,0,1,0,0
june,MCKINLEY,25,0,1,1,7,7,6,3,0
june,"MID - CITY INDUSTRIAL",7,0,0,0,0,3,2,2,0
june,"MIDTOWN PHILLIPS",53,0,1,6,4,2,32,5,3
june,MINNEHAHA,8,0,0,0,0,2,5,1,0
june,"MORRIS PARK",6,0,0,0,0,1,4,1,0
june,"NEAR - NORTH",77,0,0,9,7,12,47,2,0
june,"NICOLLET ISLAND - EAST BANK",10,0,0,0,0,0,10,0,0
june,"NORTH LOOP",36,0,2,2,1,1,28,2,0
june,"NORTHEAST PARK",16,0,0,0,0,4,12,0,0
june,NORTHROP,23,0,0,0,1,9,11,2,0
june,PAGE,4,0,0,0,0,0,4,0,0
june,"PHILLIPS WEST",25,0,2,4,1,3,11,4,0
june,"POWDERHORN PARK",56,0,0,4,2,10,39,1,0
june,"PROSPECT PARK - EAST RIVER ROAD",20,0,0,0,1,5,12,1,1
june,REGINA,9,0,0,0,1,5,2,1,0
june,SEWARD,51,0,1,5,2,14,27,1,1
june,SHERIDAN,15,0,1,1,0,6,6,1,0
june,"SHINGLE CREEK",9,0,0,0,0,3,5,1,0
june,"ST. ANTHONY EAST",8,0,0,1,0,4,3,0,0
june,"ST. ANTHONY WEST",8,0,0,0,0,1,6,1,0
june,STANDISH,21,0,1,1,0,3,13,3,0
june,"STEVENS SQUARE - LORING HEIGHTS",27,0,0,3,2,4,18,0,0
june,"SUMNER - GLENWOOD",14,0,0,2,1,2,8,1,0
june,TANGLETOWN,10,0,0,0,0,1,9,0,0
june,"UNIVERSITY OF MINNESOTA",8,0,0,0,0,1,7,0,0
june,"VENTURA VILLAGE",66,0,3,8,12,5,36,2,0
june,VICTORY,20,0,0,1,1,5,12,1,0
june,"WAITE PARK",17,0,0,2,2,4,8,1,0
june,"WEBBER - CAMDEN",35,0,0,3,8,8,11,3,2
june,WENONAH,16,0,1,1,2,6,5,1,0
june,"WEST CALHOUN",12,0,0,1,1,1,9,0,0
june,WHITTIER,90,0,1,11,3,11,61,3,0
june,"WILLARD - HAY",47,1,3,0,10,11,21,0,1
june,WINDOM,11,0,0,0,1,2,8,0,0
june,"WINDOM PARK",21,0,0,2,4,4,10,1,0
july,ARMATAGE,5,0,0,0,0,3,2,0,0
july,"AUDUBON PARK",18,0,0,1,0,7,9,1,0
july,BANCROFT,16,0,0,0,1,6,6,3,0
july,BELTRAMI,6,0,0,1,0,1,3,1,0
july,BOTTINEAU,15,0,1,1,0,5,8,0,0
july,BRYANT,9,0,0,1,0,2,3,3,0
july,"BRYN - MAWR",8,0,0,0,0,3,5,0,0
july,CARAG,41,0,0,4,2,9,24,2,0
july,"CEDAR - ISLES - DEAN",12,0,0,1,0,2,9,0,0
july,"CEDAR RIVERSIDE",30,0,0,5,2,1,18,3,1
july,CENTRAL,36,0,2,7,4,5,15,2,1
july,CLEVELAND,17,0,0,1,2,2,8,3,1
july,"COLUMBIA PARK",5,0,1,0,0,1,3,0,0
july,COMO,11,0,0,0,0,5,5,1,0
july,COOPER,14,0,0,0,1,4,8,1,0
july,CORCORAN,15,0,0,2,1,4,5,3,0
july,"DIAMOND LAKE",13,0,1,0,0,5,6,1,0
july,"DOWNTOWN EAST",27,0,1,0,2,4,19,1,0
july,"DOWNTOWN WEST",291,0,2,21,19,6,239,4,0
july,"EAST HARRIET",17,0,0,2,0,4,11,0,0
july,"EAST ISLES",35,0,0,0,0,8,26,1,0
july,"EAST PHILLIPS",42,0,0,4,6,2,26,4,0
july,ECCO,22,0,0,2,1,4,14,1,0
july,"ELLIOT PARK",50,0,2,4,4,3,35,2,0
july,ERICSSON,10,0,0,0,1,4,4,1,0
july,FIELD,3,0,0,1,0,0,2,0,0
july,FOLWELL,44,1,2,7,6,6,17,4,1
july,FULTON,22,0,0,0,0,7,12,3,0
july,HALE,10,0,0,2,0,2,5,1,0
july,HARRISON,24,0,0,4,1,5,14,0,0
july,HAWTHORNE,50,1,1,6,16,5,14,7,0
july,HIAWATHA,26,0,0,1,0,5,18,2,0
july,HOLLAND,14,0,0,2,0,3,8,1,0
july,HOWE,23,0,0,1,1,12,8,1,0
july,"HUMBOLDT INDUSTRIAL AREA",1,0,0,0,0,0,1,0,0
july,JORDAN,70,1,0,11,9,15,32,1,1
july,KEEWAYDIN,17,0,0,0,0,6,9,2,0
july,KENNY,5,0,0,0,0,2,3,0,0
july,KENWOOD,12,0,0,0,0,5,7,0,0
july,"KING FIELD",22,0,0,0,2,4,15,0,1
july,"LIND - BOHANON",32,0,0,8,5,3,12,2,2
july,"LINDEN HILLS",28,0,0,0,1,6,20,1,0
july,"LOGAN PARK",6,0,0,1,0,0,5,0,0
july,LONGFELLOW,71,0,0,8,4,10,45,4,0
july,"LORING PARK",46,0,1,5,2,1,36,1,0
july,"LOWRY HILL",14,0,1,1,0,2,10,0,0
july,"LOWRY HILL EAST",51,0,0,3,1,5,40,2,0
july,LYNDALE,61,0,0,5,5,9,37,5,0
july,LYNNHURST,15,0,0,0,0,6,8,1,0
july,"MARCY HOLMES",49,0,2,2,3,7,33,2,0
july,"MARSHALL TERRACE",7,0,0,0,0,2,4,1,0
july,MCKINLEY,35,1,2,1,8,9,11,3,0
july,"MID - CITY INDUSTRIAL",8,0,0,0,0,1,5,2,0
july,"MIDTOWN PHILLIPS",57,0,0,2,5,8,37,5,0
july,MINNEHAHA,10,0,0,0,0,4,5,1,0
july,"MORRIS PARK",7,0,0,0,1,2,3,1,0
july,"NEAR - NORTH",62,0,2,7,7,11,34,1,0
july,"NICOLLET ISLAND - EAST BANK",17,0,0,1,0,2,14,0,0
july,"NORTH LOOP",52,0,1,2,5,6,35,3,0
july,"NORTHEAST PARK",15,0,0,1,1,1,12,0,0
july,NORTHROP,17,0,0,0,1,5,10,1,0
july,PAGE,6,0,0,0,1,2,3,0,0
july,"PHILLIPS WEST",28,0,0,3,3,3,17,2,0
july,"POWDERHORN PARK",50,0,0,10,0,10,28,2,0
july,"PROSPECT PARK - EAST RIVER ROAD",21,0,0,0,0,2,19,0,0
july,REGINA,4,0,0,0,0,3,0,0,1
july,SEWARD,39,0,1,4,2,3,25,4,0
july,SHERIDAN,18,0,0,0,1,6,10,1,0
july,"SHINGLE CREEK",10,0,0,0,1,1,7,1,0
july,"ST. ANTHONY EAST",7,0,0,0,0,3,4,0,0
july,"ST. ANTHONY WEST",15,0,0,0,2,6,5,2,0
july,STANDISH,21,0,0,1,0,8,9,3,0
july,"STEVENS SQUARE - LORING HEIGHTS",24,0,2,2,1,2,17,0,0
july,"SUMNER - GLENWOOD",14,0,0,1,0,4,6,3,0
july,TANGLETOWN,14,0,0,0,2,2,9,1,0
july,"UNIVERSITY OF MINNESOTA",17,0,1,0,0,0,16,0,0
july,"VENTURA VILLAGE",48,0,1,11,6,4,26,0,0
july,VICTORY,17,0,0,1,1,3,11,1,0
july,"WAITE PARK",12,0,0,1,0,4,6,1,0
july,"WEBBER - CAMDEN",32,0,0,5,7,12,8,0,0
july,WENONAH,8,0,0,0,0,3,4,1,0
july,"WEST CALHOUN",8,0,0,0,0,1,7,0,0
july,WHITTIER,101,0,0,10,8,13,66,4,0
july,"WILLARD - HAY",46,0,0,7,9,5,22,1,2
july,WINDOM,13,0,0,0,2,1,9,1,0
july,"WINDOM PARK",15,0,0,1,1,4,7,2,0
august,ARMATAGE,4,0,0,0,1,2,1,0,0
august,"AUDUBON PARK",17,0,1,0,1,1,13,1,0
august,BANCROFT,20,0,0,1,0,6,9,4,0
august,BELTRAMI,9,0,0,1,0,3,3,2,0
august,BOTTINEAU,16,0,0,2,1,2,9,2,0
august,BRYANT,12,0,0,0,1,3,6,2,0
august,"BRYN - MAWR",8,0,0,0,1,2,5,0,0
august,"CAMDEN INDUSTRIAL",3,0,0,1,0,1,1,0,0
august,CARAG,34,0,0,1,1,5,24,3,0
august,"CEDAR - ISLES - DEAN",35,0,0,0,0,8,27,0,0
august,"CEDAR RIVERSIDE",28,0,0,5,3,3,16,1,0
august,CENTRAL,42,0,0,3,4,6,25,4,0
august,CLEVELAND,23,0,0,5,3,4,5,6,0
august,"COLUMBIA PARK",8,0,0,1,0,1,6,0,0
august,COMO,18,0,1,1,1,6,7,2,0
august,COOPER,26,0,0,0,0,8,16,2,0
august,CORCORAN,12,0,0,3,0,2,7,0,0
august,"DIAMOND LAKE",10,0,0,1,0,0,9,0,0
august,"DOWNTOWN EAST",13,0,0,0,0,2,11,0,0
august,"DOWNTOWN WEST",253,0,6,20,19,5,201,2,0
august,"EAST HARRIET",14,0,0,0,0,3,10,1,0
august,"EAST ISLES",29,0,0,0,0,10,19,0,0
august,"EAST PHILLIPS",50,0,1,4,3,7,33,2,0
august,ECCO,12,0,1,0,0,3,8,0,0
august,"ELLIOT PARK",54,0,2,4,4,6,38,0,0
august,ERICSSON,10,0,0,1,1,3,3,2,0
august,FIELD,10,0,0,0,0,4,6,0,0
august,FOLWELL,38,1,1,4,6,14,11,1,0
august,FULTON,7,0,0,0,0,4,3,0,0
august,HALE,7,0,0,0,0,5,2,0,0
august,HARRISON,11,0,1,1,0,4,4,1,0
august,HAWTHORNE,53,0,2,3,8,8,25,6,1
august,HIAWATHA,25,0,0,0,0,8,16,0,1
august,HOLLAND,21,0,0,4,0,6,6,5,0
august,HOWE,22,0,0,2,1,7,12,0,0
august,JORDAN,65,1,0,8,7,16,27,4,2
august,KEEWAYDIN,14,0,0,0,0,8,6,0,0
august,KENNY,2,0,0,0,0,1,1,0,0
august,KENWOOD,21,0,0,1,0,7,13,0,0
august,"KING FIELD",27,0,0,0,1,8,15,3,0
august,"LIND - BOHANON",30,1,0,2,7,5,13,2,0
august,"LINDEN HILLS",12,0,0,0,0,4,8,0,0
august,"LOGAN PARK",8,0,0,0,0,4,4,0,0
august,LONGFELLOW,50,0,1,3,2,6,36,2,0
august,"LORING PARK",57,0,1,3,5,7,41,0,0
august,"LOWRY HILL",12,0,0,0,2,4,4,2,0
august,"LOWRY HILL EAST",62,0,0,3,1,6,51,1,0
august,LYNDALE,50,0,0,5,6,3,34,1,1
august,LYNNHURST,19,0,0,0,0,10,8,1,0
august,"MARCY HOLMES",33,0,0,0,1,10,21,1,0
august,"MARSHALL TERRACE",1,0,0,0,0,0,1,0,0
august,MCKINLEY,25,0,1,1,7,7,6,3,0
august,"MID - CITY INDUSTRIAL",7,0,0,0,0,3,2,2,0
august,"MIDTOWN PHILLIPS",53,0,1,6,4,2,32,5,3
august,MINNEHAHA,8,0,0,0,0,2,5,1,0
august,"MORRIS PARK",6,0,0,0,0,1,4,1,0
august,"NEAR - NORTH",77,0,0,9,7,12,47,2,0
august,"NICOLLET ISLAND - EAST BANK",10,0,0,0,0,0,10,0,0
august,"NORTH LOOP",36,0,2,2,1,1,28,2,0
august,"NORTHEAST PARK",16,0,0,0,0,4,12,0,0
august,NORTHROP,23,0,0,0,1,9,11,2,0
august,PAGE,4,0,0,0,0,0,4,0,0
august,"PHILLIPS WEST",25,0,2,4,1,3,11,4,0
august,"POWDERHORN PARK",56,0,0,4,2,10,39,1,0
august,"PROSPECT PARK - EAST RIVER ROAD",20,0,0,0,1,5,12,1,1
august,REGINA,9,0,0,0,1,5,2,1,0
august,SEWARD,51,0,1,5,2,14,27,1,1
august,SHERIDAN,15,0,1,1,0,6,6,1,0
august,"SHINGLE CREEK",9,0,0,0,0,3,5,1,0
august,"ST. ANTHONY EAST",8,0,0,1,0,4,3,0,0
august,"ST. ANTHONY WEST",8,0,0,0,0,1,6,1,0
august,STANDISH,21,0,1,1,0,3,13,3,0
august,"STEVENS SQUARE - LORING HEIGHTS",27,0,0,3,2,4,18,0,0
august,"SUMNER - GLENWOOD",14,0,0,2,1,2,8,1,0
august,TANGLETOWN,10,0,0,0,0,1,9,0,0
august,"UNIVERSITY OF MINNESOTA",8,0,0,0,0,1,7,0,0
august,"VENTURA VILLAGE",66,0,3,8,12,5,36,2,0
august,VICTORY,20,0,0,1,1,5,12,1,0
august,"WAITE PARK",17,0,0,2,2,4,8,1,0
august,"WEBBER - CAMDEN",35,0,0,3,8,8,11,3,2
august,WENONAH,16,0,1,1,2,6,5,1,0
august,"WEST CALHOUN",12,0,0,1,1,1,9,0,0
august,WHITTIER,90,0,1,11,3,11,61,3,0
august,"WILLARD - HAY",47,1,3,0,10,11,21,0,1
august,WINDOM,11,0,0,0,1,2,8,0,0
august,"WINDOM PARK",21,0,0,2,4,4,10,1,0
september,ARMATAGE,8,0,1,0,0,2,5,0,0
september,"AUDUBON PARK",12,0,0,1,0,3,8,0,0
september,BANCROFT,8,0,0,1,0,1,5,1,0
september,BELTRAMI,4,0,0,0,0,0,4,0,0
september,BOTTINEAU,11,0,0,1,0,2,8,0,0
september,BRYANT,13,0,0,2,0,6,3,2,0
september,"BRYN - MAWR",7,0,0,0,0,3,4,0,0
september,"CAMDEN INDUSTRIAL",1,0,0,0,0,0,1,0,0
september,CARAG,25,0,0,0,1,9,14,1,0
september,"CEDAR - ISLES - DEAN",14,0,0,0,0,7,6,1,0
september,"CEDAR RIVERSIDE",39,0,0,4,2,3,26,3,1
september,CENTRAL,24,0,0,3,2,3,14,2,0
september,CLEVELAND,15,0,0,2,0,6,4,3,0
september,"COLUMBIA PARK",7,0,0,0,0,4,2,1,0
september,COMO,19,0,1,2,0,5,9,2,0
september,COOPER,12,0,0,0,0,4,8,0,0
september,CORCORAN,18,0,0,1,0,2,13,1,1
september,"DIAMOND LAKE",12,0,0,0,1,5,6,0,0
september,"DOWNTOWN EAST",9,0,0,0,1,0,8,0,0
september,"DOWNTOWN WEST",261,0,5,20,17,6,201,12,0
september,"EAST HARRIET",17,0,0,0,0,6,10,1,0
september,"EAST ISLES",20,0,0,1,0,3,13,3,0
september,"EAST PHILLIPS",33,1,0,11,1,5,14,1,0
september,ECCO,15,0,0,0,0,4,10,1,0
september,"ELLIOT PARK",32,0,0,2,3,0,20,7,0
september,ERICSSON,19,0,0,0,1,5,7,6,0
september,FIELD,5,0,0,0,0,1,4,0,0
september,FOLWELL,39,0,0,3,12,9,12,2,1
september,FULTON,9,0,0,0,0,1,7,1,0
september,HALE,5,0,0,0,0,2,3,0,0
september,HARRISON,16,0,1,0,3,5,6,1,0
september,HAWTHORNE,41,0,2,2,15,8,13,1,0
september,HIAWATHA,17,0,1,2,1,2,11,0,0
september,HOLLAND,22,1,1,4,0,5,7,4,0
september,HOWE,16,0,1,1,0,5,8,1,0
september,JORDAN,64,2,2,9,9,13,22,6,1
september,KEEWAYDIN,15,0,0,1,1,2,11,0,0
september,KENNY,7,0,0,0,0,4,3,0,0
september,KENWOOD,2,0,0,0,0,1,1,0,0
september,"KING FIELD",26,0,0,0,2,4,16,4,0
september,"LIND - BOHANON",19,0,0,3,1,8,4,1,2
september,"LINDEN HILLS",13,0,0,2,0,2,8,1,0
september,"LOGAN PARK",13,0,0,1,1,4,7,0,0
september,LONGFELLOW,64,0,0,5,5,6,45,3,0
september,"LORING PARK",60,0,0,3,3,10,40,4,0
september,"LOWRY HILL",23,0,0,2,0,4,12,4,1
september,"LOWRY HILL EAST",71,0,0,3,1,14,47,6,0
september,LYNDALE,34,0,0,3,1,1,28,1,0
september,LYNNHURST,6,0,0,1,0,3,2,0,0
september,"MARCY HOLMES",69,0,4,4,2,11,40,8,0
september,"MARSHALL TERRACE",12,0,1,1,1,3,4,2,0
september,MCKINLEY,19,0,1,3,4,4,5,1,1
september,"MID - CITY INDUSTRIAL",3,0,0,0,0,0,3,0,0
september,"MIDTOWN PHILLIPS",39,0,0,8,3,5,19,4,0
september,MINNEHAHA,12,0,0,1,1,2,8,0,0
september,"MORRIS PARK",6,0,0,1,0,1,2,2,0
september,"NEAR - NORTH",61,0,2,8,4,5,37,5,0
september,"NICOLLET ISLAND - EAST BANK",14,0,1,0,1,1,11,0,0
september,"NORTH LOOP",38,0,0,3,0,2,32,1,0
september,"NORTHEAST PARK",11,0,1,0,0,1,6,2,1
september,NORTHROP,9,0,1,0,0,2,5,1,0
september,PAGE,4,0,0,0,0,2,1,1,0
september,"PHILLIPS WEST",23,0,1,4,2,1,14,1,0
september,"POWDERHORN PARK",45,0,0,8,3,4,26,4,0
september,"PROSPECT PARK - EAST RIVER ROAD",35,0,1,0,0,6,26,2,0
september,REGINA,7,0,0,0,0,2,5,0,0
september,SEWARD,46,0,2,2,2,19,18,2,1
september,SHERIDAN,9,0,1,1,0,3,3,1,0
september,"SHINGLE CREEK",13,0,0,0,1,4,3,5,0
september,"ST. ANTHONY EAST",1,0,0,0,0,0,1,0,0
september,"ST. ANTHONY WEST",7,0,0,1,0,1,5,0,0
september,STANDISH,34,0,0,0,3,8,20,3,0
september,"STEVENS SQUARE - LORING HEIGHTS",22,0,0,2,1,3,15,1,0
september,"SUMNER - GLENWOOD",5,0,0,1,1,2,1,0,0
september,TANGLETOWN,26,0,0,0,0,6,19,1,0
september,"UNIVERSITY OF MINNESOTA",8,0,0,0,0,1,6,1,0
september,"VENTURA VILLAGE",42,0,0,12,3,4,18,5,0
september,VICTORY,17,0,0,1,1,7,4,4,0
september,"WAITE PARK",10,0,0,0,1,3,6,0,0
september,"WEBBER - CAMDEN",29,0,1,3,3,10,8,3,1
september,WENONAH,20,0,0,1,2,6,10,1,0
september,"WEST CALHOUN",8,0,0,0,0,2,6,0,0
september,WHITTIER,77,0,0,7,6,9,48,7,0
september,"WILLARD - HAY",43,0,0,7,5,7,15,5,4
september,WINDOM,19,0,0,1,0,6,11,1,0
september,"WINDOM PARK",11,0,0,0,0,2,9,0,0
ytd,ARMATAGE,51,0,1,1,3,18,26,2,0
ytd,"AUDUBON PARK",144,0,2,9,6,46,69,12,0
ytd,BANCROFT,106,0,1,5,3,41,40,15,1
ytd,BELTRAMI,56,0,0,2,2,15,28,9,0
ytd,BOTTINEAU,86,0,1,5,1,21,52,5,1
ytd,BRYANT,87,0,2,10,6,26,32,11,0
ytd,"BRYN - MAWR",77,0,0,1,2,23,46,5,0
ytd,"CAMDEN INDUSTRIAL",17,0,0,4,0,4,9,0,0
ytd,CARAG,243,0,2,17,6,56,153,9,0
ytd,"CEDAR - ISLES - DEAN",124,0,0,3,3,28,88,2,0
ytd,"CEDAR RIVERSIDE",276,0,6,38,23,22,155,30,2
ytd,CENTRAL,296,0,6,39,33,44,149,22,3
ytd,CLEVELAND,147,0,1,21,22,31,49,22,1
ytd,"COLUMBIA PARK",45,0,1,1,1,16,23,3,0
ytd,COMO,137,0,4,5,4,35,75,14,0
ytd,COOPER,93,0,0,2,3,29,55,4,0
ytd,CORCORAN,190,0,3,26,9,36,105,10,1
ytd,"DIAMOND LAKE",103,0,1,4,4,31,58,5,0
ytd,"DOWNTOWN EAST",107,0,3,0,6,16,80,2,0
ytd,"DOWNTOWN WEST",2309,0,35,151,136,57,1884,46,0
ytd,"EAST HARRIET",95,0,1,2,0,28,62,2,0
ytd,"EAST ISLES",191,0,1,5,4,35,134,11,1
ytd,"EAST PHILLIPS",317,2,4,64,35,48,144,20,0
ytd,ECCO,159,0,1,5,1,41,107,4,0
ytd,"ELLIOT PARK",380,1,9,29,39,32,237,33,0
ytd,ERICSSON,97,0,1,2,5,28,48,13,0
ytd,FIELD,60,0,0,3,2,30,24,1,0
ytd,FOLWELL,351,2,10,50,60,90,105,30,4
ytd,FULTON,90,0,0,1,2,30,51,6,0
ytd,HALE,45,0,0,2,0,23,17,3,0
ytd,HARRISON,169,0,4,10,21,49,61,19,5
ytd,HAWTHORNE,417,1,7,42,85,63,164,49,6
ytd,HIAWATHA,176,0,2,7,1,45,115,4,2
ytd,HOLLAND,169,1,3,15,12,32,84,22,0
ytd,HOWE,157,2,1,5,7,68,65,8,1
ytd,"HUMBOLDT INDUSTRIAL AREA",5,0,0,0,1,0,3,1,0
ytd,JORDAN,581,7,11,75,90,117,237,36,8
ytd,KEEWAYDIN,92,0,0,2,1,24,59,4,2
ytd,KENNY,30,0,0,0,1,15,13,1,0
ytd,KENWOOD,61,0,0,1,0,26,33,1,0
ytd,"KING FIELD",165,1,0,3,11,56,81,12,1
ytd,"LIND - BOHANON",221,1,6,22,32,45,83,28,4
ytd,"LINDEN HILLS",116,0,1,2,1,31,77,4,0
ytd,"LOGAN PARK",73,0,2,5,3,13,48,2,0
ytd,LONGFELLOW,455,2,6,27,23,67,309,20,1
ytd,"LORING PARK",403,0,6,32,29,38,278,20,0
ytd,"LOWRY HILL",111,0,1,4,2,23,72,8,1
ytd,"LOWRY HILL EAST",414,0,1,16,7,55,313,22,0
ytd,LYNDALE,333,0,4,32,24,41,205,26,1
ytd,LYNNHURST,75,0,0,2,1,36,34,2,0
ytd,"MARCY HOLMES",368,0,14,15,10,59,234,36,0
ytd,"MARSHALL TERRACE",53,0,1,1,3,11,27,10,0
ytd,MCKINLEY,199,2,6,15,30,57,63,22,4
ytd,"MID - CITY INDUSTRIAL",56,0,0,0,2,11,33,10,0
ytd,"MIDTOWN PHILLIPS",361,0,11,39,27,42,209,29,4
ytd,MINNEHAHA,102,0,1,6,2,22,63,8,0
ytd,"MORRIS PARK",40,0,2,2,4,10,16,6,0
ytd,"NEAR - NORTH",582,1,13,65,71,83,306,40,3
ytd,"NICOLLET ISLAND - EAST BANK",105,0,1,4,1,7,87,5,0
ytd,"NORTH LOOP",326,1,3,17,20,17,252,16,0
ytd,"NORTHEAST PARK",112,0,2,4,4,12,83,6,1
ytd,NORTHROP,115,0,3,3,9,37,56,6,1
ytd,PAGE,35,0,1,0,1,13,19,1,0
ytd,"PHILLIPS WEST",220,0,3,29,16,21,127,23,1
ytd,"POWDERHORN PARK",432,0,10,71,29,69,219,34,0
ytd,"PROSPECT PARK - EAST RIVER ROAD",208,0,3,6,4,39,129,26,1
ytd,REGINA,66,0,1,5,1,27,29,2,1
ytd,SEWARD,354,0,7,31,20,99,177,18,2
ytd,SHERIDAN,95,0,2,3,3,39,42,6,0
ytd,"SHINGLE CREEK",82,0,1,3,4,28,31,14,1
ytd,"ST. ANTHONY EAST",50,0,0,4,0,16,27,3,0
ytd,"ST. ANTHONY WEST",65,0,2,6,2,21,30,4,0
ytd,STANDISH,185,0,3,10,5,71,76,20,0
ytd,"STEVENS SQUARE - LORING HEIGHTS",188,1,5,16,17,18,123,8,0
ytd,"SUMNER - GLENWOOD",65,0,0,7,6,13,29,10,0
ytd,TANGLETOWN,122,0,0,3,9,30,76,4,0
ytd,"UNIVERSITY OF MINNESOTA",74,0,1,2,2,5,59,5,0
ytd,"VENTURA VILLAGE",388,0,11,84,36,43,184,27,3
ytd,VICTORY,134,0,3,6,9,41,62,12,1
ytd,"WAITE PARK",91,0,0,6,5,31,41,8,0
ytd,"WEBBER - CAMDEN",290,0,3,42,50,85,83,23,4
ytd,WENONAH,104,0,4,7,12,24,52,4,1
ytd,"WEST CALHOUN",59,0,0,1,1,11,45,1,0
ytd,WHITTIER,702,1,12,66,53,90,430,47,3
ytd,"WILLARD - HAY",385,1,9,51,75,71,128,41,9
ytd,WINDOM,141,0,2,3,14,31,83,8,0
ytd,"WINDOM PARK",126,0,1,6,14,31,68,6,0
